PlayerName,team,opp,Prop,Over_Under,draftkings,fanduel,mgm
Vinnie Pasquantino,KC,CLE,runs,Under,(0.5) -200,,
Vladimir Guerrero,TOR,NYY,bases,Over,(1.5) 110,,(1.5) 110
Vladimir Guerrero,TOR,NYY,bases,Under,(1.5) -150,,(1.5) -145
Vladimir Guerrero,TOR,NYY,runs,Over,(0.5) 110,,(0.5) 110
Vladimir Guerrero,TOR,NYY,runs,Under,(0.5) -150,,(0.5) -145
Whit Merrifield,PHI,MIA,bases,Over,(1.5) 155,,(1.5) 150
Whit Merrifield,PHI,MIA,bases,Under,(1.5) -210,,(1.5) -200
Whit Merrifield,PHI,MIA,runs,Over,(0.5) 145,,(0.5) 140
Whit Merrifield,PHI,MIA,runs,Under,(0.5) -195,,(0.5) -190
Will Benson,CIN,@STL,bases,Over,(0.5) 100,,(0.5) 100
Will Benson,CIN,@STL,bases,Under,(0.5) -135,,(0.5) -130
Will Benson,CIN,@STL,runs,Over,(0.5) 195,,(0.5) 195
Will Benson,CIN,@STL,runs,Under,(0.5) -270,,(0.5) -275
Willi Castro,MIN,@SEA,bases,Over,(1.5) 125,,(1.5) 125
Willi Castro,MIN,@SEA,bases,Under,(1.5) -170,,(1.5) -165
Willi Castro,MIN,@SEA,runs,Over,(0.5) -110,,(0.5) -110
Willi Castro,MIN,@SEA,runs,Under,(0.5) -125,,(0.5) -120
William Contreras,MIL,CHC,bases,Over,(1.5) 120,,(1.5) 125
William Contreras,MIL,CHC,bases,Under,(1.5) -165,,(1.5) -160
William Contreras,MIL,CHC,runs,Over,(0.5) 100,,(0.5) 105
William Contreras,MIL,CHC,runs,Under,(0.5) -140,,(0.5) -135
Willie Calhoun,LAA,DET,bases,Over,(0.5) -200,,(0.5) -190
Willie Calhoun,LAA,DET,bases,Under,(0.5) 145,,(0.5) 145
Willie Calhoun,LAA,DET,runs,Over,(0.5) 145,,(0.5) 145
Willie Calhoun,LAA,DET,runs,Under,(0.5) -195,,(0.5) -190
Willson Contreras,STL,CIN,bases,Over,(1.5) 115,,(1.5) 125
Willson Contreras,STL,CIN,bases,Under,(1.5) -160,,(1.5) -160
Willson Contreras,STL,CIN,runs,Over,(0.5) 110,,(0.5) 110
Willson Contreras,STL,CIN,runs,Under,(0.5) -150,,(0.5) -145
Willy Adames,MIL,CHC,bases,Over,(1.5) 125,,(1.5) 130
Willy Adames,MIL,CHC,bases,Under,(1.5) -170,,(1.5) -165
Willy Adames,MIL,CHC,runs,Over,(0.5) 110,,(0.5) 110
Willy Adames,MIL,CHC,runs,Under,(0.5) -145,,(0.5) -145
Wilyer Abreu,BOS,SD,bases,Over,(0.5) -185,,(0.5) -175
Wilyer Abreu,BOS,SD,bases,Under,(0.5) 135,,(0.5) 135
Wilyer Abreu,BOS,SD,runs,Over,(0.5) 120,,(0.5) 125
Wilyer Abreu,BOS,SD,runs,Under,(0.5) -165,,(0.5) -160
Wyatt Langford,TEX,@BAL,bases,Over,(1.5) 120,,(1.5) 120
Wyatt Langford,TEX,@BAL,bases,Under,(1.5) -160,,(1.5) -155
Wyatt Langford,TEX,@BAL,runs,Over,(0.5) 105,,(0.5) 110
Wyatt Langford,TEX,@BAL,runs,Under,(0.5) -145,,(0.5) -140
Yainer Diaz,HOU,@NYM,bases,Over,(1.5) -110,,(1.5) 100
Yainer Diaz,HOU,@NYM,bases,Under,(1.5) -125,,(1.5) -130
Yainer Diaz,HOU,@NYM,runs,Over,(0.5) 110,,(0.5) 120
Yainer Diaz,HOU,@NYM,runs,Under,(0.5) -150,,(0.5) -155
Yandy Diaz,TB,WSH,bases,Over,(1.5) 115,,(1.5) 115
Yandy Diaz,TB,WSH,bases,Under,(1.5) -155,,(1.5) -150
Yandy Diaz,TB,WSH,runs,Over,(0.5) 115,,(0.5) 120
Yandy Diaz,TB,WSH,runs,Under,(0.5) -160,,(0.5) -155
Yordan Alvarez,HOU,@NYM,bases,Over,(1.5) 110,,(1.5) 110
Yordan Alvarez,HOU,@NYM,bases,Under,(1.5) -150,,(1.5) -145
Yordan Alvarez,HOU,@NYM,runs,Over,(0.5) -110,,(0.5) -105
Yordan Alvarez,HOU,@NYM,runs,Under,(0.5) -120,,(0.5) -125
Zach Neto,LAA,DET,bases,Over,(0.5) -170,,(0.5) -165
Zach Neto,LAA,DET,bases,Under,(0.5) 125,,(0.5) 125
Zach Neto,LAA,DET,runs,Over,(0.5) 145,,(0.5) 145
Zach Neto,LAA,DET,runs,Under,(0.5) -200,,(0.5) -200
